Name,Manufacturer,Composition,INCI,Status,Expiration
Nat. Parfümöl Rosengarten P0252652,Frey + Lau GmbH,37% Natural 63% Derived natural,"Parfum, Triethyl Citrate",approved,12/09/2026
PHYTOWAX OLIVE 18L57,Sophim,100% Derived natural,Hydrogenated Olive Oil Stearyl Esters,approved,16/09/2026
Fennel Oil,IXOM Operations T/A Pure Ingredients Ltd,100% Organic,Potassium Sorbate,approved,16/09/2026
Evicide levulinate S eco,evident ingredients GmbH,35% Derived natural 65% Water,"Aqua, Sodium Levulinate, Potassium Sorbate",approved,16/09/2026
EMOLID ISN,"Industrial Química Lasem, S.A.U.",100% Derived natural,Methylheptyl Pelargonate,approved,16/09/2026
Acxosome-Paeonia,"ACTIVON. Co., Ltd",31% Natural 69% Water,"Water, Butylene Glycol, Paeonia Lactiflora Root Extracellular Vesicles",approved,16/09/2026
Acxosome-Lilly,"ACTIVON. Co., Ltd",31% Natural 69% Water,"Water, Butylene Glycol, Lilium Longiflorum Extracellular Vesicles",approved,16/09/2026
Acxosome-Licorice,"ACTIVON. Co., Ltd",31% Natural 69% Water,"Water, Butylene Glycol, Glycyrrhiza Uralensis (Licorice) Root Extracellular Vesicles",approved,16/09/2026
Acxosome-LactoR,"ACTIVON. Co., Ltd",31% Natural 69% Water,"Water, Butylene Glycol, Lactobacillus Extracellular Vesicles",approved,16/09/2026
Acxosome-LactoP,"ACTIVON. Co., Ltd",31% Natural 69% Water,"Water, Butylene Glycol, Lactobacillus Extracellular Vesicles",approved,16/09/2026
Acxosome-CICA,"ACTIVON. Co., Ltd",31% Natural 69% Water,"Water, Butylene Glycol, Centella Asiatica Leaf Vesicles",approved,16/09/2026
Activonol Green-Hinocare(C),"ACTIVON. Co., Ltd",95% Natural 5% Derived natural,"Butylene Glycol, Raspberry Ketone, Hinokitiol",approved,16/09/2026
GREENTAC,Socri S.p.A.,100% Derived natural,Polyglyceryl-4 Dicocoate/Betainate Lactate,approved,16/09/2026
alpha-Bisabolol natural (C),Selco Wirkstoffe Vertriebs GmbH,100% Natural,Bisabolol,approved,17/09/2026
Emulmetik™ 320 IP,LUCAS MEYER COSMETICS SAS,,Hydrogenated Lecithin,approved,18/09/2026
SpecKare® HPTH,Spec-Chem Industry Inc.,100% Derived natural,Hydroxypropyl Tetrahydropyrantriol,certified,18/09/2026
Arnica Flower NatScent 6800436,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,18/09/2026
Botanical Orangenschale A (kbA) 2340032,Bell Flavors & Fragrances GmbH,"55% Natural (9,09% Organic) 45% Water","Alcohol, Aqua, Citrus Aurantium Dulcis Peel Extract",certified,18/09/2026
Forest Therapy NatScent 6101677,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,18/09/2026
Invigorating Aloe NatScent 6600649,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,18/09/2026
LACTIQUAT,Socri S.p.A.,100% Derived natural,Polyglyceryl-3 Betainate Lactate,approved,18/09/2026
LABRAFAC CC MB,Gattefossé SAS,100% Derived natural,Caprylic/Capric Triglyceride,approved,19/09/2026
PECEOL ISOSTEARIQUE,Gattefossé SAS,100% Derived natural,Glyceryl Isostearate,approved,19/09/2026
GATULINE RENEW,Gattefossé SAS,4% Natural 52.8% Derived natural 43.2% Water,"Butylene Glycol, Water, Cryptomeria Japonica Bud Extract",approved,19/09/2026
GATULINE SPOT-LIGHT,Gattefossé SAS,49.3% Natural 50.7% Derived natural,"Butylene Glycol, Alcohol, Actinidia Chinensis (Kiwi) Fruit Water, Sophora Flavescens Root Extract",approved,19/09/2026
Probacillus Revive - 16618,,2% Natural 98% Derived natural,"Lactobacillus Ferment Lysate, Leuconostoc/Radish Root Ferment Filtrate",approved,19/09/2026
SpiraColl® - 20949,Active Concepts Srl,100% Natural,"Spirulina Maxima Extract, Leuconostoc/Radish Root Ferment Filtrate",approved,20/09/2026
KELTROL® CG [E],CP Kelco US,100% Natural,Xanthan Gum,approved,20/09/2026
KELTROL® CG-SFT V [E],CP Kelco US,100% Natural,Xanthan Gum,approved,20/09/2026
KELTROL® CG-T [E],CP Kelco US,100% Natural,Xanthan Gum,approved,20/09/2026
MICA 8 R2041,SENSIENT COSMETIC TECHNOLOGIES,100% Natural,,approved,26/09/2026
KELTROL® CG-T V [E],CP Kelco US,100% Natural,Xanthan Gum,approved,20/09/2026
KELTROL® CG-V [E],CP Kelco US,100% Natural,Xanthan Gum,approved,20/09/2026
UNIPURE RED LC386,SENSIENT COSMETIC TECHNOLOGIES,100% Nature-identical,,approved,26/09/2026
SERICA 100,SENSIENT COSMETIC TECHNOLOGIES,100% Natural,,approved,26/09/2026
Mango Kernel Butter RBD 266600,IMCD Benelux B.V.,100% Natural,Mangifera Indica Seed Butter,approved,20/09/2026
SERICA 5,SENSIENT COSMETIC TECHNOLOGIES,100% Natural,,approved,26/09/2026
UNIPURE YELLOW LC188,SENSIENT COSMETIC TECHNOLOGIES,100% Nature-identical,,approved,26/09/2026
UNIPURE VIOLET LC587,SENSIENT COSMETIC TECHNOLOGIES,7% Natural 93% Nature-identical,,approved,26/09/2026
UNIPURE VIOLET LC585,SENSIENT COSMETIC TECHNOLOGIES,25% Natural 75% Nature-identical,,approved,26/09/2026
Cos Apple Water,Döhler GmbH,100% Natural,,approved,14/10/2026
FucoSkin® CS,HI-Q MARINE BIOTECH INTERNATIONAL LTD.,30% Natural 5% Derived natural 65% Water,"Water, Laminaria Japonica Extract, Pentylene Glycol",approved,24/09/2026
MARIGOLD ORGANIC DISTILLATE 1:10 (SB) (721015),GREENTECH SA,9.45% Natural (100% Organic) 0.45% Nature-identical 90.1% Water,"Calendula Officinalis Flower Water, Aqua, Citric Acid, Sodium Benzoate, Potassium Sorbate",certified,20/09/2026
Rose Oil,,100% Natural,Parfum,approved,23/09/2026
Rose Phenylethyl Alcohol - Rose PEA,,100% Natural,Parfum,approved,23/09/2026
GreenMICROZEST 25 Gardenia Blue (N88),LESSONIA,8% Natural 92% Derived natural,"Maltodextrin, Gardenia Florida Fruit Extract",approved,24/09/2026
BioMICROZEST 25 Argan (V22),LESSONIA,100% Natural (100% Organic),Argania Spinosa Shell Powder,certified,24/09/2026
Orange Grapefruit (489132),Symrise AG,96% Natural 4% Derived natural,Parfum,approved,25/09/2026
BOTANY GREEN TEA_VBD-67370,Givaudan France SAS,85% Natural 14% Derived natural 1% Nature-identical,"CAMELLIA SINENSIS LEAF EXTRACT, MALTODEXTRIN, HYDRATED SILICA",approved,25/09/2026
GINKGO PE 24% FLAVONE GLYCOSIDES,Givaudan France SAS,100% Natural,Ginkgo Biloba Leaf Extract,approved,25/09/2026
BASE00102 - NAT DEO MS00102,MPE,100% Natural,Parfum,approved,25/09/2026
CILANTRO 701144,Luzi AG,48.3% Natural 51.7% Derived natural,Parfum,approved,25/09/2026
ORTO ROSSO 701145,Luzi AG,64% Natural 36% Derived natural,Parfum,approved,25/09/2026
BergaSom Soy 75H NG,,100% Derived natural,Hydrogenated Lecithin,approved,25/09/2026
BASIL LEAVES 2203000171,,49.4% Natural 50.6% Derived natural,,approved,26/09/2026
LAVENDER OBSESSION 2303000021,,37.93% Natural 62.07% Derived natural,,approved,26/09/2026
PANTELLERIA 2211000291,,48.2% Natural 51.8% Derived natural,,approved,26/09/2026
Silver Citrate Solution 2500,novoclon GmbH,30% Natural 2% Derived natural 68% Water,"Aqua, Citric Acid, Silver Citrate",approved,26/09/2026
HyaRius B,"Yangzhou Joyvo Weikem Biology Co.,Ltd",100% Natural,Sodium Hyaluronate,approved,02/10/2026
HyaRius ULB,"Yangzhou Joyvo Weikem Biology Co.,Ltd",100% Natural,Sodium Hyaluronate,approved,02/10/2026
WORESANA®buc-S PN,woresan GmbH,2% Natural (100% Organic) 10% Derived natural 88% Water,"Aqua, Pentylene Glycol, Polygonum Fagopyrum Seed Extract/Lactobacillus Ferment",certified,30/09/2026
WORESANA®buc-S K712,woresan GmbH,2% Natural (100% Organic) 0.5% Nature-identical 97.5% Water,"Aqua, Polygonum Fagopyrum Seed Extract/Lactobacillus Ferment, Sodium Benzoate, Potassium Sorbate",certified,30/09/2026
WORESANA®ama-S PN,woresan GmbH,2.5% Natural (100% Organic) 10% Derived natural 87.5% Water,"Aqua, Pentylene Glycol, Lactobacillus/Amaranthus Caudatus Seed Flour Ferment Filtrate",certified,30/09/2026
WORESANA®ama-S K712,woresan GmbH,2.5% Natural (100% Organic) 0.5% Nature-identical 97% Water,"Aqua, Lactobacillus/Amaranthus Caudatus Seed Flour Ferment Filtrate, Sodium Benzoate, Potassium Sorbate",certified,30/09/2026
Colorona® Carmine Red,Merck Electronics KGaA,48% Natural 4% Derived natural 48% Nature-identical,"Mica, Titanium Dioxide, Carmine",approved,02/10/2026
EPS SEAGLOW MNB,Codif Technology,1% Natural 0.6% Nature-identical 98.4% Water,"Water, Saccharide Isomerate, Sodium Benzoate, Citric Acid",approved,03/10/2026
ATOLIGOMER SF,Codif Technology,100% Natural,Sea Salt,approved,03/10/2026
EPS SEAGLOW PENT,Codif Technology,0.9% Natural 10% Derived natural 89.1% Water,"Water, Pentylene Glycol, Saccharide Isomerate",approved,03/10/2026
Glucanosom,ABAC R&D AG,100% Natural,Yeast Beta-Glucan,approved,03/10/2026
VEEGUM® HS Magnesium Aluminum Silicate,"Vanderbilt Minerals, LLC",90.5% Natural 1.5% Nature-identical 8% Water,Magnesium Aluminum Silicate,approved,04/10/2026
Kern Aprikosenkernöl,Kern Tec GmbH,100% Natural,Prunus Armeniaca Kernel Oil,approved,07/10/2026
Kern Pflaumenkernöl,Kern Tec GmbH,100% Natural,Prunus Domestica Seed Oil,approved,07/10/2026
Kern Sauerkirschkernöl,Kern Tec GmbH,100% Natural,Prunus Cerasus Seed Oil,approved,07/10/2026
SY-GLYSTER CL-750,IWASE COSFA EUROPE,100% Derived natural,Polyglyceryl-10 Laurate,approved,07/10/2026
S FACE M-1001,IWASE COSFA EUROPE,100% Derived natural,Polyglyceryl-10 Myristate,approved,07/10/2026
S FACE 10G-L,IWASE COSFA EUROPE,100% Derived natural,Polyglyceryl-10 Laurate,approved,07/10/2026
ABS Chamomile Extract AQ PF - 10667,Active Concepts Srl,22% Natural 78% Water,"Aqua, Chamomilla Recutita Flower Extract, Leuconostoc/Radish Root Ferment Filtrate",approved,07/10/2026
Sensocel dental p10,CFF GmbH & Co. KG,100% Derived natural,Cellulose,approved,09/10/2026
Nat. Perfume Compound Fresh Fig P0252326,Frey + Lau GmbH,100% Natural,Parfum,approved,09/10/2026
MICAVI 20 CG,Veneta Mineraria spa,100% Natural,MICA (CI77019),approved,26/09/2026
MICAVI 75 CG,Veneta Mineraria spa,100% Natural,MICA (CI77019),approved,26/09/2026
Nat. Parfümöl Rose & Sanddorn P0252720,Frey + Lau GmbH,23% Natural 77% Derived natural,"Parfum, Triethyl Citrate",approved,09/10/2026
Aprikose-Mandel Nat.Blend 0803476,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,09/10/2026
Blütenbouquet NatScent S 0815061,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,09/10/2026
Lulu NatScent D 0816533,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,09/10/2026
Raspberry Blue NatScent 0805561,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,09/10/2026
Ringelblume Nat.Scent 0810997,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,09/10/2026
Soleil NatScent 0815080,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,09/10/2026
Vanille & Kardamom Nat.Scent 6100502,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,09/10/2026
Marulaöl raffiniert (205030),Gustav Heess Oleochemische Erzeugnisse GmbH,100% Natural,Sclerocarya Birrea Seed Oil,approved,09/10/2026
IBR-Dragon All Natural 0808,Lucas Meyer Cosmetics Israel Ltd,43.9% Natural 55% Derived natural 1.1% Nature-identical,"Glycerin, Hylocereus Undatus Fruit Extract, Benzyl Alcohol, Benzoic Acid",approved,10/10/2026
"Azelainsäure, kosmetische Qualität 101655",VMP Chemiekontor GmbH,100% Derived natural,Azelaic Acid,approved,10/10/2026
SATIAGEL™ VPC 508 P,Cargill NV,100% Natural,Carrageenan,approved,10/10/2026
METARIN™ P IP (Cosmetic quality),Cargill NV,100% Natural,Lecithin,approved,10/10/2026
Citral natürlich 0000 2302,Joh. Vögele KG,100% Natural,Citral,approved,11/10/2026
Teebaumöl chinesisch 0000 8367,Joh. Vögele KG,100% Natural,Melaleuca Alternifolia Leaf Oil,approved,11/10/2026
InAlgae HEX,ISS Inclita Seaweed Solution,100% Natural,"Seaweed Chondrus crispus dried, Seaweed Chondrus crispus extract",approved,28/03/2026
Almond (sweet) Oil Refined,O&3 Limited,100% Natural,Prunus Amygdalus Dulcis Oil,approved,14/10/2026
Apricot Kernel Oil,O&3 Limited,100% Natural,Prunus Armeniaca Kernel Oil,approved,14/10/2026
Fractionated Coconut Oil – Palmester 1520,KLK Oleo,100% Derived natural,Caprylic/Capric Triglyceride,approved,14/10/2026
"Jojoba Oil, Golden",Jojoba Valley,100% Natural,Simmondsia Chinensis (Jojoba) Seed Oil,approved,14/10/2026
"Jojoba Oil, Golden - Organic",Jojoba Valley,100% Natural (100% Organic),Simmondsia Chinensis (Jojoba) Seed Oil,approved,14/10/2026
Zirbelkieferöl,Brüder Unterweger Gesellschaft m.b.H.,100% Natural,Pinus Cembra Leaf/Twig Oil,approved,15/10/2026
Salbeiöl Offic,Brüder Unterweger Gesellschaft m.b.H.,100% Natural,Salvia Officinalis Oil,approved,15/10/2026
Lavendelöl Bulgarisch,Brüder Unterweger Gesellschaft m.b.H.,100% Natural,Lavandula Angustifolia Oil,approved,15/10/2026
Lärchenterpentin,Brüder Unterweger Gesellschaft m.b.H.,100% Natural,Turpentine,approved,15/10/2026
Kiefernadelöl,Brüder Unterweger Gesellschaft m.b.H.,100% Natural,Pinus Sylvestris Leaf Oil,approved,15/10/2026
Fichtennadelöl Sibirisch,Brüder Unterweger Gesellschaft m.b.H.,100% Natural,Abies Sibirica Oil,approved,15/10/2026
Fenchelöl Süß,Brüder Unterweger Gesellschaft m.b.H.,100% Natural,FOENICULUM VULGARE DULCE FRUIT OIL,approved,15/10/2026
Edeltannennadelöl,Brüder Unterweger Gesellschaft m.b.H.,100% Natural,Abies Alba Leaf Oil,approved,15/10/2026
Sillitin N85,XATICO Deutschland GmbH,100% Natural,"Silica, Kaolin, Mica",approved,15/10/2026
STABICARE COLD,Gobiotics BV,60% Derived natural 40% Water,"Aqua, Pentylene Glycol, Sodium Stearoyl Glutamate, Polyglyceryl-4 Laurate",approved,16/10/2026
Geogard LA,Arxada LLC,80% Derived natural 20% Water,"Levulinic Acid, Water",approved,16/10/2026
Marula Oil Cold Pressed,O&3 Limited,100% Natural,Sclerocarya Birrea Seed Oil,approved,14/10/2026
MCT Oil RSPO MB – Palmester 3575MB,KLK Oleo,100% Derived natural,Caprylic/Capric Triglyceride,approved,14/10/2026
Palmerol 1698/Cetyl Alcohol,KLK Oleo,100% Derived natural,Cetyl Alcohol,approved,14/10/2026
Palmerol 6830/Cetostearyl Alcohol,KLK Oleo,100% Derived natural,Cetearyl Alcohol,approved,14/10/2026
Pomegranate Seed Oil,O&3 Limited,100% Natural,Punica Granatum Seed Oil,approved,14/10/2026
"AH SYNOVA® 1,3-PDO-HC","Anhui Huaheng Biotechnology Co., Ltd",99.9% Derived natural 0.1% Water,Propanediol,approved,17/10/2026
"BIOBLANCA-1,3-PDO-HC","Anhui Huaheng Biotechnology Co., Ltd",99.9% Derived natural 0.1% Water,Propanediol,approved,17/10/2026
Sonnenblumenöl Raff HMUS,Mercur Handel GmbH,100% Natural,Helianthus Anuus Seed Oil,approved,17/10/2026
Microcare DB,IXOM Operations T/A Pure Ingredients Ltd,95% Nature-identical 5% Water,"Benzyl Alcohol, Dehydroxyacetic acid, Aqual",approved,30/06/2026
CANDELILLA WAX SP-75G,Strahl & Pitsch LCC,100% Natural,EUPHORBIA CERIFERA (CANDELILLA) WAX / CANDELILLA CERA,approved,21/10/2026
VITA SOFT PEEL,"QUIMIVITA PRODUCTS, SL",100% Natural,,approved,21/10/2026
Castorlatum,IMPAG Import GmbH,75% Natural 25% Derived natural,"Ricinus Communis Seed Oil, Hydrogenated Castor Oil",approved,22/10/2026
HAILUCENT ISDA / MB,"KOKYU ALCOHOL KOGYO CO., LTD.",100% Derived natural,Polyglyceryl-2 Isostearate/Dimer Dilinoleate Copolymer,approved,22/10/2026
Evicare hyaluron XM,evident ingredients GmbH,100% Derived natural,Sodium Hyaluronate,approved,14/11/2026
Evicare hyaluron M,evident ingredients GmbH,100% Derived natural,Sodium Hyaluronate,approved,14/11/2026
MEDITERRANEAN MARIGOLD ORGANIC HYDROGLYCERINED 80 (410329),GREENTECH SA,0.5% Natural (100% Organic) 80% Derived natural 19.5% Water,"Glycerin, Aqua, Calendula Officinalis Flower Extract",certified,23/10/2026
WITCH HAZEL HYDROGLYCERINED EXTRACT 80 (400496),GREENTECH SA,0.5% Natural (100% Organic) 80% Derived natural 19.5% Water,"Glycerin, Aqua, Hamamelis Virginiana Leaf Extract",certified,23/10/2026
ROSA DAMASCENA ORGANIC DISTILLATE MOROCCO (G) (721137),GREENTECH SA,16.57% Natural (100% Organic) 0.57% Nature-identical 82.86% Water,"Rosa Damascena Flower Water, Benzyl Alcohol, Dehydroacetic Acid, Aqua",certified,23/10/2026
MATRICARIA HYDROGLYCERINED ORGANIC EXTRACT 80 (410214),GREENTECH SA,0.5% Natural (100% Organic) 80% Derived natural 19.5% Water,"Glycerin, Aqua, Chamomilla Recutita Flower Extract",certified,23/10/2026
JAPAN GREEN TEA HYDROGLYCERINED EXTRACT 80 (400325),GREENTECH SA,0.5% Natural 80% Derived natural 19.5% Water,"Glycerin, Aqua, Camellia Sinensis Leaf Extract",approved,23/10/2026
CUCUMBER FROM ROUSSILLON HYDROGLYCERINED EXTRACT 80 (400801),GREENTECH SA,0.5% Natural 80% Derived natural 19.5% Water,"Glycerin, Aqua, Cucumis Sativus Fruit Extract",approved,23/10/2026
dermofeel viscolid SG,Evonik Operations GmbH,100% Derived natural,"Hydrogenated Palm Oil, Hydrogenated Rapeseed Oil",approved,23/10/2026
WITCH HAZEL ORGANIC DISTILLATE 1:10 (SB) (721038),GREENTECH SA,9.45% Natural (100% Organic) 0.45% Nature-identical 90.1% Water,"Hamamelis Virginiana Leaf Water, Aqua, Citric Acid, Sodium Benzoate, Potassium Sorbate",certified,24/10/2026
UNIPURE BLACK LC998,SENSIENT COSMETIC TECHNOLOGIES,100% Nature-identical,,approved,25/10/2026
OXYDE DE TITANE STANDARD,SENSIENT COSMETIC TECHNOLOGIES,100% Nature-identical,,approved,25/10/2026
UNIPURE YELLOW LC182 EM,SENSIENT COSMETIC TECHNOLOGIES,100% Nature-identical,,approved,25/10/2026
NATPURE COLFINE MAGENTA B312,SENSIENT COSMETIC TECHNOLOGIES,27% Natural 73% Derived natural,,approved,25/10/2026
MANGANESE VIOLET 300346,SENSIENT COSMETIC TECHNOLOGIES,5% Natural 95% Nature-identical,,approved,25/10/2026
UNIPURE RED LC380,SENSIENT COSMETIC TECHNOLOGIES,100% Nature-identical,,approved,25/10/2026
BLOND W 2800,SENSIENT COSMETIC TECHNOLOGIES,100% Nature-identical,,approved,25/10/2026
UNIPURE BLACK LC989,SENSIENT COSMETIC TECHNOLOGIES,100% Nature-identical,,approved,25/10/2026
UNIPURE WHITE LC987 EM,SENSIENT COSMETIC TECHNOLOGIES,100% Nature-identical,,approved,25/10/2026
ARIABEL BLACK 300401,SENSIENT COSMETIC TECHNOLOGIES,100% Nature-identical,,approved,25/10/2026
VANATURAL® XGB Bentonite Clay,"Vanderbilt Minerals, LLC",90.8% Natural 1.2% Nature-identical 8% Water,"Bentonite, Xanthan gum",approved,25/10/2026
VANZAN® NF-C Xanthan Gum,"Vanderbilt Minerals, LLC",88% Natural 12% Water,Xanthan gum,approved,25/10/2026
VANZAN® NF Xanthan Gum,"Vanderbilt Minerals, LLC",88% Natural 12% Water,Xanthan gum,approved,25/10/2026
VANZAN® NF-F Xanthan Gum,"Vanderbilt Minerals, LLC",88% Natural 12% Water,Xanthan gum,approved,25/10/2026
GROWTH Oléoactif®,HALLSTAR FRANCE SAS,88% Natural 12% Derived natural,"Helianthus Annuus (Sunflower) Seed Oil, Carthamus Tinctorius (Safflower) Flower Extract, Hibiscus Sabdariffa Flower Extract, Polyglyceryl-3-Diisostearate",approved,08/08/2026
MASCOL 16/98P,ICOF Europe GmbH,100% Derived natural,Cetyl Alcohol,approved,28/10/2026
ELOTANT MILCOSIDE 303N MB,ICOF Europe GmbH,50% Derived natural 50% Water,"Decyl Glucoside, Water",approved,28/10/2026
ELOTANT MILCOSIDE 301V2 MB,ICOF Europe GmbH,51% Derived natural 49% Water,"Coco-Glucoside, Water",approved,28/10/2026
ELOTANT MILCOSIDE 301 MB,ICOF Europe GmbH,53% Derived natural 47% Water,"Coco-Glucoside, Water",approved,28/10/2026
ELOTANT MILCOSIDE 200 MB,ICOF Europe GmbH,50% Derived natural 50% Water,"Lauryl Glucoside, Water",approved,28/10/2026
ELOPERS CONSPM400V2 MB,ICOF Europe GmbH,5.6% Natural 61% Derived natural 33.4% Water,"Coco-Glucoside, Water, Glyceryl Oleate, Citric Acid, Sodium Citrate",approved,28/10/2026
"Nat. Aroma, Typ Vanille P0129764",Frey + Lau GmbH,10% Natural 90% Derived natural,"Triethyl Citrate, Parfum",approved,29/10/2026
"Nat. Flavour, Type Raspberry P0129769",Frey + Lau GmbH,10% Natural 90% Derived natural,"Triethyl Citrate, Parfum",approved,29/10/2026
Nat. Perfume Compound Acai & Goji Berry P0252613,Frey + Lau GmbH,20% Natural 80% Derived natural,"Triethyl Citrate, Parfum",approved,28/10/2026
Nat. Perfume Compound Wild Strawberry P0251978,Frey + Lau GmbH,43% Natural 57% Derived natural,"Triethyl Citrate, Parfum",approved,29/10/2026
Hypermer LP1-LQ-(MV),Croda Europe Ltd,100% Derived natural,Polyhydroxystearic Acid,approved,29/10/2026
CANDELILLA WAX SP-75G,Frey + Lau GmbH,3% Natural 97% Derived natural,"Parfum, Triethyl Citrate",approved,30/10/2026
Nat. Parfümöl Lavender Dream P0252665,Frey + Lau GmbH,50% Natural 50% Derived natural,"Parfum, Triethyl Citrate",approved,30/10/2026
Minzöl BIO ex Arvensis S0100450,Frey + Lau GmbH,100% Natural,Mentha Arvensis Herb Oil,approved,30/10/2026
Edeltannenöl S0100829,Frey + Lau GmbH,100% Natural,Abies Alba Needle Oil,approved,30/10/2026
Lavendelblüten-Auszug A (kbA) 0485687,Bell Flavors & Fragrances GmbH,"25,5% Natural (1,96% Organic) 74,5% Water","Aqua, Alcohol, Lavandula Angustifolia Flower Extract",certified,31/10/2026
The Green Leather for You NatScent 6101061,Bell Flavors & Fragrances GmbH,100% Natural,Parfum,approved,31/10/2026
